Module,File,Function/Method,Line Number,Model Affected,Operation Type,Current Execution Path,Creates PendingApproval,Bypasses Approval Engine,Risk Level,Recommended Refactor,Dependencies,Estimated Impact
inventory,inventory/tests.py,test_backup_dashboard_alert_renders_clickable_target_url,2617,AuditLog,Create,"backup_admin.groups.add(backup_group) ||  ||         target_url = reverse('shipment-detail', args=[uuid.uuid4()]) ||         AuditLog.objects.create( ||             name='Pickup Confirmed', ||             action='Pickup confirmed for shipment SH-12345.',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/tests.py,test_backup_admin_can_approve_pending_shipment_from_dashboard_with_barcode_and_courier,2634,Group,Create,"self.assertContains(response, 'text-decoration-none text-dark w-100') ||  ||     def test_backup_admin_can_approve_pending_shipment_from_dashboard_with_barcode_and_courier(self): ||         operations_group = Group.objects.create(name='Operations Manager') ||         backup_group = Group.objects.create(name='Backup Administrator') ||         courier_group = Group.objects.create(name='Courier')",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_backup_admin_can_approve_pending_shipment_from_dashboard_with_barcode_and_courier,2635,Group,Create,def test_backup_admin_can_approve_pending_shipment_from_dashboard_with_barcode_and_courier(self): ||         operations_group = Group.objects.create(name='Operations Manager') ||         backup_group = Group.objects.create(name='Backup Administrator') ||         courier_group = Group.objects.create(name='Courier'),No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_backup_admin_can_approve_pending_shipment_from_dashboard_with_barcode_and_courier,2636,Group,Create,def test_backup_admin_can_approve_pending_shipment_from_dashboard_with_barcode_and_courier(self): ||         operations_group = Group.objects.create(name='Operations Manager') ||         backup_group = Group.objects.create(name='Backup Administrator') ||         courier_group = Group.objects.create(name='Courier') ||  ||         operator = get_user_model().objects.create_user(,No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_backup_admin_can_approve_pending_shipment_from_dashboard_with_barcode_and_courier,2664,CourierProfile,Create,"last_name='Guy', ||         ) ||         courier_user.groups.add(courier_group) ||         courier_profile = CourierProfile.objects.create( ||             user=courier_user, ||             courier_id='CR-200',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_backup_admin_can_approve_pending_shipment_from_dashboard_with_barcode_and_courier,2672,Tape,Create,"email='courier-approve@example.com', ||         ) ||  ||         tape = Tape.objects.create( ||             volser='TAPE-777', ||             barcode='BAR-777',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_backup_admin_can_approve_pending_shipment_from_dashboard_with_barcode_and_courier,2681,Shipment,Create,"current_location='Vault A', ||         ) ||  ||         shipment = Shipment.objects.create( ||             shipment_type='Off-Site Transfer', ||             source_location='Nairobi Branch',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_backup_admin_assignment_sends_email_to_profile_only_courier,2719,Group,Create,) ||  ||     def test_backup_admin_assignment_sends_email_to_profile_only_courier(self): ||         backup_group = Group.objects.create(name='Backup Administrator') ||         courier_group = Group.objects.create(name='Courier'),No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_backup_admin_assignment_sends_email_to_profile_only_courier,2720,Group,Create,def test_backup_admin_assignment_sends_email_to_profile_only_courier(self): ||         backup_group = Group.objects.create(name='Backup Administrator') ||         courier_group = Group.objects.create(name='Courier') ||  ||         operator = get_user_model().objects.create_user(,No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_backup_admin_assignment_sends_email_to_profile_only_courier,2729,CourierProfile,Create,") ||         operator.groups.add(backup_group) ||  ||         courier_profile = CourierProfile.objects.create( ||             user=None, ||             courier_id='CR-EMAIL-001',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_backup_admin_assignment_sends_email_to_profile_only_courier,2738,Tape,Create,"active_status=True, ||         ) ||  ||         tape = Tape.objects.create( ||             volser='TAPE-888', ||             barcode='BAR-888',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_backup_admin_assignment_sends_email_to_profile_only_courier,2747,Shipment,Create,"current_location='Vault B', ||         ) ||  ||         shipment = Shipment.objects.create( ||             shipment_type='Off-Site Transfer', ||             source_location='Nairobi Branch',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_assignment_form_adds_notification_payload_for_courier_profile,2785,Group,Create,) ||  ||     def test_assignment_form_adds_notification_payload_for_courier_profile(self): ||         backup_group = Group.objects.create(name='Backup Administrator') ||         courier_group = Group.objects.create(name='Courier'),No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_assignment_form_adds_notification_payload_for_courier_profile,2786,Group,Create,def test_assignment_form_adds_notification_payload_for_courier_profile(self): ||         backup_group = Group.objects.create(name='Backup Administrator') ||         courier_group = Group.objects.create(name='Courier') ||  ||         operator = get_user_model().objects.create_user(,No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_assignment_form_adds_notification_payload_for_courier_profile,2795,CourierProfile,Create,") ||         operator.groups.add(backup_group) ||  ||         courier_profile = CourierProfile.objects.create( ||             user=None, ||             courier_id='CR-NOTIFY-001',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/tests.py,test_assignment_form_adds_notification_payload_for_courier_profile,2804,Tape,Create,"active_status=True, ||         ) ||  ||         tape = Tape.objects.create( ||             volser='TAPE-999', ||             barcode='BAR-999',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/tests.py,test_assignment_form_adds_notification_payload_for_courier_profile,2813,Shipment,Create,"current_location='Vault B', ||         ) ||  ||         shipment = Shipment.objects.create( ||             shipment_type='Return', ||             source_location='Nairobi Branch',",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
